classes
Blast Hole Driller
Blast Setter
Coal Hauler Operator
Continuous Mining Machine Lode Miner
Continuous Mining Machine Miner
Dynamiter
Earth Auger Operator
Explosive Technician
Gas Floorhand
Long Wall Operator
Long Wall Shearer
Mine Milling Worker
Mine Shuttle Car Operator
Mine Tailings Worker
Mining Bulldozer Operator
Mining Helper
Mining Powder Crew Worker
Mining Shovel Operator
Oil Field Roustabout
Oil Rig Roughneck
Roof Bolting Coal Miner
Rotary Derrick Operator
Underground Bolting Machine Operator
Underground Jumbo Driller
Underground Roof Bolter
Well Service Derrick Worker
Well Servicing Rig Operator
