classes
Amusement Attendant
Bar Manager
Baristas
Bartender
Cafeteria Attendant
Chef
Counter Attendant
Dishwasher
Food Preparation Worker
Food Server
Guest Relations Manager
Host
Lodging Manager
Night Manager
Projectionist
Recreation Attendant
Recreation Worker.
Reservation Agent
Reservation Manager
Restaurant Manager
Travel Desk Coordinator
