classes
Account Collector
Administrative Support Worker
Bill Colletctor
Brokerage Clerk
Clerical Supervisor
Collection Agent
Commodities Clerk
Communication Equipment Operator
Correspondence Clerk
Customer Service Representative
Data Entry Keyer
Debt Collector
Dispatcher
Dividend Clerk
Eligibility Interviewer
Except Police
Executive Assistant
File Clerk
Financial Clerk
Fire
Freight Shipping Agent
Government Program
Hotel Front Desk Clerk
Hotel Registration Clerk
Information and Record Clerk
Insurance Claims Clerk
Insurance Policy Processing Clerk
Invoice Control Clerk
Law Secretary
Legal Administrative Assistant
New Accounts Clerk
Office Machine Operator
Office Worker
Payroll Supervisor
Postal Service Mail Carrier
Postal Service Mail Sorters
Private Branch Exchange Operator
Processing Machine Operator
Processor
Procurement Assistant
Purchasing Clerk
Repossessor
Statement Clerk
Statement Processor
Statistical Assistant
Stock Clerks- Stock market
Storage Yard
Telephone Answering Service Operator
Telephone Operator
Telephone Switchboard Operator
Teller Supervisor
Typist
Warehouse
Word Processor
