classes
Advertising Copy Writer
Audio Video Technician
Audio and Video Equipment Technician
Author
Broadcast Announcer
Broadcast News Analyst
Broadcast Technician
Camera Operator
Choreographer
Commercial
Commercial Industrial Designer
Communications Equipment Operator
Copy Writer
Director
Documentation Writer
Editor
Entertainer
Industrial Designer
Media Programming Director
Media Technical Director
Media Worker
Media and Communication Worker
Motion Picture
Music Composer
News Anchor
Performer
Photographic Equipment Repairer
Press Secretary
Producer
Publicity Writer
Radio Announcer
Radio Disc Jockey
Realtime Captioner
Specifications Writer
Stage Director
Talk Show Host
Technical Writer
Television
Television Writer
Video
Writer
television Announcer
